"Município";"2008/Jan";"2008/Fev";"2008/Mar";"2008/Abr";"2008/Mai";"2008/Jun";"2008/Jul";"2008/Ago";"2008/Set";"2008/Out";"2008/Nov";"2008/Dez";"2009/Jan";"2009/Fev";"2009/Mar";"2009/Abr";"2009/Mai";"2009/Jun";"2009/Jul";"2009/Ago";"2009/Set";"2009/Out";"2009/Nov";"2009/Dez";"2010/Jan";"2010/Fev";"2010/Mar";"2010/Abr";"2010/Mai";"2010/Jun";"2010/Jul";"2010/Ago";"2010/Set";"2010/Out";"2010/Nov";"2010/Dez";"2011/Jan";"2011/Fev";"2011/Mar";"2011/Abr";"2011/Mai";"2011/Jun";"2011/Jul";"2011/Ago";"2011/Set";"2011/Out";"2011/Nov";"2011/Dez";"2012/Jan";"2012/Fev";"2012/Mar";"2012/Abr";"2012/Mai";"2012/Jun";"2012/Jul";"2012/Ago";"2012/Set";"2012/Out";"2012/Nov";"2012/Dez";"2013/Jan";"2013/Fev";"2013/Mar";"2013/Abr";"2013/Mai";"2013/Jun";"2013/Jul";"2013/Ago";"2013/Set";"2013/Out";"2013/Nov";"2013/Dez";"2014/Jan";"2014/Fev";"2014/Mar";"2014/Abr";"2014/Mai";"2014/Jun";"2014/Jul";"2014/Ago";"2014/Set";"2014/Out";"2014/Nov";"2014/Dez";"2015/Jan";"2015/Fev";"2015/Mar";"2015/Abr";"2015/Mai";"2015/Jun";"2015/Jul";"2015/Ago";"2015/Set";"2015/Out";"2015/Nov";"2015/Dez";"2016/Jan";"2016/Fev";"2016/Mar";"2016/Abr";"2016/Mai";"2016/Jun";"2016/Jul";"2016/Ago";"2016/Set";"2016/Out";"2016/Nov";"2016/Dez";"2017/Jan";"2017/Fev";"2017/Mar";"2017/Abr";"2017/Mai";"2017/Jun";"2017/Jul";"2017/Ago";"2017/Set";"2017/Out";"2017/Nov";"2017/Dez";"2018/Jan";"2018/Fev";"2018/Mar";"2018/Abr";"2018/Mai";"2018/Jun";"2018/Jul";"2018/Ago";"2018/Set";"2018/Out";"2018/Nov";"2018/Dez";"2019/Jan";"2019/Fev";"2019/Mar";"2019/Abr";"2019/Mai";"2019/Jun";"2019/Jul";"2019/Ago";"2019/Set";"2019/Out";"2019/Nov";"2019/Dez";"2020/Jan";"2020/Fev";"2020/Mar";"2020/Abr";"2020/Mai";"2020/Jun";"Total"
"411620 Morretes";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2658,59;20544,74;18066,55;13740,81;23879,42;26461,69;19238,24;20282,77;19485,05;20787,51;15836,32;14880,49;18134,85;18509,17;18879,65;18107,01;20985,69;19231,69;18396,60;20700,24;19356,48;12945,13;11582,79;15072,06;18456,94;19587,28;13059,64;17522,24;8335,43;14193,04;14563,27;14977,91;14652,86;14623,20;17841,87;11183,21;9506,24;14050,84;9000,33;13479,34;11230,01;13800,94;10466,89;12007,41;9689,34;16323,66;20546,09;12888,76;11640,13;18470,05;13087,49;14800,58;13391,46;14022,81;17816,16;12665,54;17822,33;20951,94;10932,89;16484,79;12931,79;11815,70;14801,45;20161,17;13827,23;14872,85;15339,25;17043,28;14302,46;13170,30;16778,59;14600,97;8821,66;16177,79;17600,31;15632,64;16352,48;9438,46;21408,85;17578,16;13201,27;14331,74;9861,94;10638,61;12468,25;14622,67;16601,16;17214,48;13271,24;15229,86;12962,57;6665,90;12447,53;15448,59;9511,00;12205,42;12223,84;14386,99;10782,74;11674,00;11503,45;9657,14;10890,38;9176,11;11083,81;11320,31;12030,05;12940,67;13799,16;8534,84;11997,54;13617,49;14555,30;14771,51;13237,26;11801,79;9618,23;12871,69;8851,43;13243,28;6992,08;9316,82;7822,25;7989,76;5730,29;6218,94;1628,19;1781441,41
"411630 Munhoz de Melo";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;622,91;5012,56;4105,24;4523,84;4012,45;7547,23;5226,02;9492,32;4847,78;4524,97;5614,89;4553,46;3388,72;1915,75;4234,95;5657,75;4217,64;2802,82;2096,07;7276,86;4987,59;4290,15;5088,00;2929,73;4370,91;5064,90;4602,67;6014,40;4595,60;6305,46;3696,11;7474,95;4352,53;6681,86;803,98;5177,66;3289,43;2240,60;1815,14;1282,58;2486,21;5021,34;2914,95;1827,36;1366,33;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;190354,67
"411640 Nossa Senhora das Graças";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;308,33;4464,43;3702,04;3198,65;4682,85;1875,41;3306,03;3727,95;3714,92;3464,29;2294,44;2035,43;3856,47;3688,30;3093,23;1769,08;2763,02;4394,76;2497,73;1839,81;2330,68;2042,33;1142,28;688,04;694,27;-;3517,48;3193,20;5388,69;2545,57;3892,31;2706,28;5711,04;2791,47;1319,71;2959,66;582,42;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;102182,60
"411670 Nova Aurora";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;19761,78;33448,75;41443,21;41788,74;68752,70;44061,13;42815,90;43555,62;48668,26;51065,73;41346,29;51475,05;57367,64;37537,88;42448,98;35515,73;44527,90;32904,06;26538,15;20720,87;29000,56;23182,63;26706,51;41561,65;46081,64;30485,24;31655,82;35635,94;29801,38;29764,06;40257,15;33292,63;38581,71;38800,18;38487,95;30926,65;34733,16;31159,65;36737,69;20288,05;35273,08;32039,63;48656,85;40810,44;39097,78;41793,40;36166,93;36334,52;41117,65;25842,13;28975,22;36802,30;49664,43;46519,86;49327,08;43293,55;54139,12;65161,14;54616,82;64396,41;53537,21;54392,09;58927,77;41303,71;53536,78;57782,98;61822,10;42954,96;58155,87;77315,03;89843,85;108371,24;107648,13;114284,97;74078,96;75635,72;109680,64;98347,26;98963,57;101537,11;85605,19;93813,01;97666,60;89034,95;98699,12;72668,95;73044,64;75672,81;98359,69;84507,97;89248,27;83354,89;89354,86;137362,97;110717,96;101726,10;122863,39;115559,23;93295,03;90523,86;111403,41;108736,56;126916,16;115683,33;132978,91;144626,07;132230,38;187502,35;176477,99;144767,71;96054,85;138722,30;174209,71;165265,20;159789,70;170471,29;207521,29;136631,86;124290,74;137061,39;95207,65;84832,75;106460,46;105180,80;109727,54;48600,53;-;-;9245463,33
"411680 Nova Cantu";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1223,35;3737,13;11343,07;21276,30;18589,95;21712,78;23487,27;28795,58;25641,85;25786,65;23267,72;22356,23;18620,38;26642,53;21732,34;20316,32;19900,75;31089,53;15055,46;19148,13;13789,22;15407,31;19436,32;19782,32;20421,44;18308,77;18193,42;20367,65;15644,64;18213,44;15818,22;21157,75;19844,71;24736,75;13261,52;16429,97;18709,39;17830,82;25884,89;11904,65;19001,80;26052,09;14211,55;14353,94;11708,40;26325,86;15044,40;24070,51;17571,92;16605,47;18995,17;17380,61;15091,58;24649,59;19621,40;16656,45;20336,38;23908,34;20079,42;17010,47;24461,36;13478,83;11369,25;14820,82;23890,27;25441,38;23284,00;23623,29;27445,47;25023,81;24477,73;21846,48;13517,61;17909,36;17688,98;8542,66;14890,10;20569,49;14736,12;21535,86;22320,48;23066,48;16606,83;6098,71;21589,42;12133,01;22663,98;17085,13;15799,72;22473,41;20516,87;32038,16;23325,48;24335,72;22744,46;17021,84;20279,85;4791,71;14824,17;14217,22;11816,18;19858,07;24823,37;17362,51;12725,81;14379,21;18835,27;24857,37;9475,03;11897,70;9679,43;11769,86;9044,67;11637,22;11559,64;18737,59;10248,95;10496,90;11048,31;12125,05;10261,66;12066,98;9729,69;14628,94;9887,90;8563,81;7659,73;5194,91;5847,62;2272246,77
"411690 Nova Esperança";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2809,20;22079,69;75922,66;69739,28;90499,71;81917,23;76268,01;78334,48;73603,43;78834,60;77477,14;96993,04;70524,75;78985,91;74740,63;66896,37;68546,35;75170,47;78170,48;68443,10;63137,09;68493,77;64676,28;74771,75;52007,59;54799,79;52623,27;65041,96;70975,25;62564,24;66266,76;79851,73;74969,69;65126,22;56045,05;64875,24;58511,84;48471,15;52757,99;60903,62;77528,59;75279,63;41179,33;76293,89;76989,65;73204,74;73361,51;63544,35;64687,42;64188,08;64156,23;60219,52;80447,26;69658,93;84262,17;84092,76;72897,09;66560,88;72069,06;75080,78;54285,49;58575,01;49284,22;44400,20;70883,22;65662,13;58728,70;68436,58;52610,37;52255,27;54871,24;66635,82;51875,41;63694,49;51941,04;59737,19;85947,48;84172,08;76442,97;76729,79;93455,73;55897,23;68290,26;86617,29;57047,82;45356,62;45376,51;54381,49;67840,34;65865,89;75966,35;63453,60;66013,02;56517,50;60267,04;64261,47;39373,58;50295,47;48389,28;44716,56;63888,51;34646,77;30649,02;31024,05;27913,19;19112,17;30815,54;28214,02;25959,30;24597,52;27751,06;25955,92;32397,23;36781,93;34981,69;31868,63;31299,21;25986,63;26074,65;28894,64;25057,80;27812,19;27051,48;32992,21;28098,77;26845,18;22984,25;17681,82;7362415,81
"411695 Nova Esperança do Sudoeste";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1178,65;4622,71;5992,40;4812,51;5715,09;7309,33;5286,31;6546,97;3154,78;10360,33;6001,30;7926,92;5133,27;8073,91;4592,62;10078,68;3810,84;5541,55;8422,54;7390,10;6783,07;7298,57;6689,55;5758,61;7405,66;5981,12;4848,14;4427,09;6935,34;4275,47;5191,58;5571,57;7064,52;6423,20;4391,08;7450,65;7802,28;3190,20;4633,27;4014,25;9226,10;11144,02;7551,16;4495,93;7607,93;7780,86;6560,46;5311,89;5527,78;1944,66;4437,62;7624,49;5854,31;3799,33;5861,03;4795,02;5217,28;2957,14;3640,17;4174,24;2104,91;6359,78;3649,55;2051,77;5186,63;3674,34;4689,40;4786,96;6821,19;8198,88;4004,85;3800,51;6595,30;4830,00;6747,26;6146,62;6404,00;5175,86;8949,87;5282,22;5368,99;1577,36;3404,63;1152,67;5253,40;1108,26;3445,82;3921,60;7396,08;3381,42;5015,63;4828,82;6669,04;4437,49;6201,47;5025,84;6377,35;2930,00;7815,05;4104,92;2343,66;6350,03;1847,02;6277,01;6402,05;3953,31;872,79;5210,15;4641,24;1949,54;4541,09;1673,58;3645,69;3448,05;2827,83;167,71;2921,45;4882,74;1390,04;5168,44;5062,34;1157,02;1279,97;3414,27;3488,42;3260,60;2348,74;-;638997,97
"411700 Nova Fátima";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;324,90;7498,59;9599,34;13791,29;9629,14;11555,08;12733,22;20990,94;14899,46;17139,19;18297,34;22725,54;20436,21;15559,81;27696,61;16630,22;17948,62;16012,95;18346,67;14886,18;12829,79;13990,75;12520,30;8604,79;19917,95;10148,06;11102,56;10240,47;8635,41;19134,66;18195,60;13157,88;13719,32;14241,50;19703,44;15321,47;13541,91;13869,46;19925,07;15067,70;17224,35;12073,41;4641,34;-;-;-;-;-;-;16232,75;16360,07;19175,89;19814,18;21943,26;13363,80;10698,13;17603,12;19179,70;12271,64;17021,03;15775,54;14424,84;11907,38;17694,63;16053,77;19372,77;11842,17;18138,87;15391,51;15863,66;15526,29;14319,64;18367,54;17557,77;18101,68;9882,13;21020,20;13414,57;13589,34;14683,84;9498,07;12443,99;15703,24;15417,16;19766,23;12504,02;16424,42;16065,43;16717,95;14231,72;15723,46;12505,95;16473,72;16283,88;13708,92;15583,98;13995,72;12532,09;10729,95;14183,87;12656,39;14681,70;13839,15;22354,90;14207,29;10228,27;13235,21;16322,55;16250,13;11853,87;16844,65;14668,48;13289,32;15574,31;13558,28;13156,60;14814,40;15405,04;13064,07;12314,12;12077,50;8777,33;8390,93;10812,79;14748,66;12393,07;11728,22;11108,20;1789949,40
"411705 Nova Laranjeiras";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4996,26;10336,24;14711,47;22727,45;18341,27;27616,06;30314,92;29622,76;32519,55;32703,52;39520,72;41620,58;31654,37;17273,82;26473,06;24320,33;31568,70;28277,03;16501,14;20579,99;20307,53;21469,86;28722,47;20139,03;18905,34;15673,28;13921,93;13056,40;18144,56;16883,93;13295,15;14373,59;13558,48;14103,70;14350,10;11159,98;11322,12;15239,73;6969,63;11225,04;6848,51;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;821349,60
"411710 Nova Londrina";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;294,38;2852,85;10325,85;22800,63;24720,66;30588,97;28906,50;26098,97;26716,25;29454,88;34428,59;29696,53;24570,60;20459,51;23421,90;23121,39;27560,66;33955,78;30144,68;22205,93;26427,65;33083,82;27435,18;23261,21;28525,55;23588,13;26088,97;21521,69;22534,22;27794,13;23250,75;25551,96;23253,26;31196,20;20066,50;19185,97;27303,13;18420,13;19611,50;21867,23;21162,18;21590,37;24567,19;22042,76;23061,22;28784,65;22405,48;17472,15;26579,88;20060,68;19936,40;30747,24;21017,94;26661,29;31748,69;24437,96;19696,75;20712,32;22907,27;23166,28;22441,27;20232,05;20686,07;15289,24;15315,57;15563,09;18352,63;26140,02;30698,64;22440,72;26710,46;22036,61;15167,92;19216,05;15025,12;14484,62;18902,26;28755,62;25488,83;8499,82;25356,56;18501,74;22888,52;19932,91;25835,32;6691,77;26054,60;16765,46;19940,20;22231,76;14659,32;22475,52;20111,20;18168,50;27681,94;25126,87;18495,21;26235,59;16941,47;15225,77;12299,75;23456,37;18832,54;20466,35;18875,17;25784,81;31059,97;23991,43;2984,10;22996,92;18658,23;18547,02;12411,75;21674,85;30736,04;25647,10;20503,89;23832,44;20608,05;19158,05;20219,95;28034,04;18042,17;18512,66;18206,25;24488,77;12821,15;10371,08;14025,92;2819065,05
